1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
6.947937068614969,0.0,0.0,1.3862943611198906,1Fam,3,-1,6.810142450115136,0.0,3,1,0.6931471805599453,0.0,3,4.90527477843843,Y,Norm,Norm,SBrkr,0.0,2,2,HdBoard,HdBoard,0.0,CBlock,0.6931471805599453,7,5.953243334287785,0.6931471805599453,3,1,3,Detchd,1965.0,6.947937068614969,0.0,GasA,4,1Story,0.6931471805599453,2,Lvl,Gtl,9.32375833901174,Inside,4.2626798770413155,Reg,0.0,20,RL,0.0,None,0.0,Feb,Sawyer,0.0,5,5,2,0.0,CompShg,Hip,Normal,WD,0.0,Pave,1.791759469228055,6.947937068614969,3,0.0,1965,1965,2008
7.075808863978387,7.04141166379481,0.0,1.6094379124341003,1Fam,3,-1,6.906754778648554,0.0,6,1,0.6931471805599453,0.0,5,5.181783550292085,Y,Norm,Norm,SBrkr,0.0,2,4,WdShing,Wd Shng,1.0986122886681098,PConc,1.3862943611198906,7,6.602587892189336,1.3862943611198906,3,3,3,BuiltIn,2005.0,7.751475318021456,0.0,GasA,4,2Story,0.6931471805599453,4,Lvl,Gtl,9.386392315756542,Inside,4.454347296253507,IR1,0.0,60,RL,5.659482215759621,Stone,0.0,Jul,NridgHt,3.091042453358316,5,9,2,0.0,CompShg,Hip,Partial,New,0.0,Pave,2.4849066497880004,7.069874128458572,3,4.997212273764115,2005,2006,2006
6.816735880594968,0.0,0.0,1.0986122886681098,1Fam,3,-1,6.6039438246004725,0.0,5,1,0.6931471805599453,0.0,3,5.170483995038151,Y,Norm,Norm,SBrkr,0.0,2,2,HdBoard,Plywood,0.0,CBlock,0.6931471805599453,7,5.8664680569332965,0.6931471805599453,3,1,3,Detchd,1962.0,6.816735880594968,0.0,GasA,2,1Story,0.6931471805599453,2,Lvl,Gtl,9.470317173335742,Inside,4.2225280335569675,IR2,0.0,20,RL,0.0,None,0.0,Sep,Sawyer,0.0,6,5,2,0.0,CompShg,Hip,Normal,WD,5.176149732573829,Pave,1.6094379124341003,6.816735880594968,3,4.948759890378168,1962,1962,2008
7.3098814858247865,0.0,0.0,1.3862943611198906,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,4,7.3098814858247865,Y,Norm,Norm,SBrkr,0.0,2,3,VinylSd,VinylSd,0.6931471805599453,PConc,1.0986122886681098,7,6.734591659972948,1.3862943611198906,3,2,3,Attchd,2006.0,7.3098814858247865,0.0,GasA,4,1Story,0.6931471805599453,3,Lvl,Gtl,9.273596821611198,Inside,4.5217885770490405,IR1,0.0,20,RL,5.726847747587197,Stone,0.0,Aug,CollgCr,3.5263605246161616,5,7,2,0.0,CompShg,Gable,Partial,New,0.0,Pave,2.0794415416798357,7.3098814858247865,3,5.081404364984463,2006,2007,2007
7.134093721192866,0.0,0.0,1.0986122886681098,1Fam,3,-1,6.598509028614515,0.0,4,1,0.6931471805599453,0.0,3,6.255750041753367,Y,Norm,Norm,SBrkr,5.176149732573829,2,2,MetalSd,MetalSd,0.6931471805599453,CBlock,0.6931471805599453,7,5.8664680569332965,0.6931471805599453,3,2,3,Attchd,1960.0,7.134093721192866,0.6931471805599453,GasA,2,1Story,0.6931471805599453,2,Lvl,Gtl,9.298442820197728,Corner,4.4271244869561865,IR1,0.0,20,RL,5.3612921657094255,BrkFace,0.0,May,NAmes,5.365976015021851,5,6,2,0.0,CompShg,Hip,Normal,WD,0.0,Pave,1.791759469228055,7.134093721192866,3,0.0,1960,1960,2008
6.75110146893676,0.0,0.0,1.0986122886681098,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,3,6.725033642166843,Y,Norm,Norm,FuseA,0.0,2,2,Wd Sdng,Wd Sdng,0.0,BrkTil,0.6931471805599453,7,6.3578422665081,1.0986122886681098,3,1,3,Detchd,1991.0,6.75110146893676,0.0,GasA,4,1.5Unf,0.6931471805599453,2,Lvl,Gtl,8.71948076085107,Corner,3.9512437185814275,Reg,0.0,45,RM,0.0,None,0.0,Jul,BrkSide,4.727387818712341,8,7,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.791759469228055,6.725033642166843,3,3.8918202981106265,1929,2001,2007
6.912742820493176,0.0,0.0,1.0986122886681098,1Fam,3,-1,6.361302477572996,0.0,5,1,0.6931471805599453,0.0,3,6.056784013228625,Y,Norm,Norm,SBrkr,0.0,2,2,Wd Sdng,Wd Sdng,0.6931471805599453,CBlock,0.6931471805599453,7,6.175867270105761,1.0986122886681098,3,3,3,Attchd,1970.0,6.912742820493176,0.0,GasA,4,1Story,0.6931471805599453,2,Lvl,Gtl,9.32741204356202,CulDSac,4.056561018093695,IR1,0.0,20,RL,5.198497031265826,BrkFace,6.55250788703459,Mar,NAmes,0.0,7,6,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.791759469228055,6.912742820493176,3,0.0,1970,1970,2010
7.167809184316444,0.0,0.0,1.0986122886681098,Duplex,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,Y,Norm,Norm,SBrkr,0.0,2,2,MetalSd,MetalSd,0.0,Slab,1.0986122886681098,7,6.248042874508429,1.0986122886681098,3,1,3,CarPort,1967.0,7.167809184316444,0.0,GasA,2,1Story,1.0986122886681098,2,Lvl,Gtl,9.286560397887591,Inside,4.290459441148391,Reg,0.0,90,RL,0.0,None,6.2166061010848646,Oct,Sawyer,0.0,5,4,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,0.0,3,0.0,1967,1967,2006
7.016609683894219,0.0,0.0,1.3862943611198906,1Fam,3,-1,6.472346294500901,0.0,6,1,0.6931471805599453,0.0,3,6.150602768446279,Y,RRAe,Norm,SBrkr,0.0,2,2,VinylSd,VinylSd,0.0,PConc,0.6931471805599453,7,6.3578422665081,1.0986122886681098,3,1,3,Detchd,2004.0,7.016609683894219,0.6931471805599453,GasA,4,1Story,0.6931471805599453,3,Lvl,Gtl,9.524859098381523,Inside,4.204692619390966,Reg,0.0,20,RL,0.0,None,0.0,Jun,SawyerW,4.634728988229636,5,5,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,7.016609683894219,3,0.0,2004,2004,2008
7.200424892944957,0.0,0.0,1.3862943611198906,1Fam,3,-1,6.22455842927536,0.0,2,1,0.0,0.0,3,6.26530121273771,Y,Norm,Norm,SBrkr,0.0,2,2,BrkFace,Plywood,0.0,CBlock,0.6931471805599453,6,5.68697535633982,0.6931471805599453,3,1,3,Attchd,1958.0,7.200424892944957,0.0,GasA,2,1Story,0.6931471805599453,2,Lvl,Gtl,8.93075873555827,Inside,4.2626798770413155,Reg,0.0,20,RL,0.0,None,0.0,May,NAmes,0.0,6,5,2,0.0,CompShg,Hip,Abnorml,COD,0.0,Pave,1.9459101490553132,6.937314081223682,3,0.0,1958,1965,2009
7.055312843339752,7.105786129481271,0.0,1.6094379124341003,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,5,7.055312843339752,Y,Norm,Norm,SBrkr,0.0,2,3,VinylSd,VinylSd,0.6931471805599453,PConc,1.3862943611198906,7,6.74993119378857,1.3862943611198906,3,2,3,BuiltIn,2005.0,7.773594467360194,0.6931471805599453,GasA,4,2Story,0.6931471805599453,3,Lvl,Gtl,9.562123369834488,Corner,4.624972813284271,IR1,0.0,60,RL,5.942799375126701,BrkFace,0.0,Nov,NridgHt,5.043425116919247,5,8,2,0.0,CompShg,Gable,Partial,New,0.0,Pave,2.302585092994046,7.055312843339752,3,5.484796933490655,2005,2006,2006
7.011213987350367,0.0,0.0,1.3862943611198906,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,3,6.45833828334479,Y,Norm,Norm,FuseF,5.327876168789581,2,2,Wd Sdng,Wd Sdng,0.6931471805599453,PConc,0.6931471805599453,7,5.638354669333745,0.6931471805599453,3,1,3,Attchd,1930.0,7.011213987350367,0.0,GasA,4,1.5Unf,0.6931471805599453,3,Bnk,Gtl,8.915969311373605,Inside,4.060443010546419,Reg,0.0,45,RM,0.0,None,0.0,Jun,IDOTRR,0.0,7,7,0,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,6.45833828334479,3,0.0,1930,1950,2007
7.493317248862145,0.0,0.0,1.3862943611198906,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,4,7.48324441607385,Y,Norm,Norm,SBrkr,0.0,2,3,VinylSd,VinylSd,0.6931471805599453,PConc,1.0986122886681098,7,6.282266746896006,1.0986122886681098,3,2,3,Attchd,2002.0,7.493317248862145,0.0,GasA,4,1Story,0.6931471805599453,3,Lvl,Gtl,9.184304357425342,Inside,4.330733340286331,Reg,0.0,20,RL,5.641907070938114,BrkFace,0.0,Sep,CollgCr,5.075173815233827,5,8,2,0.0,CompShg,Hip,Normal,WD,0.0,Pave,2.0794415416798357,7.48324441607385,3,5.147494476813453,2002,2002,2008
6.966967138613983,0.0,0.0,1.3862943611198906,TwnhsE,3,-1,6.734591659972948,0.0,6,1,0.6931471805599453,0.0,4,5.303304908059076,Y,Norm,Norm,SBrkr,0.0,2,2,CemntBd,CmentBd,0.6931471805599453,PConc,0.6931471805599453,7,6.35088571671474,1.0986122886681098,3,1,3,Attchd,1976.0,6.966967138613983,0.0,GasA,2,1Story,0.6931471805599453,2,Lvl,Gtl,8.348774539791274,Inside,3.8066624897703196,Reg,0.0,120,RM,0.0,None,0.0,Jun,MeadowV,4.709530201312334,7,5,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,6.947937068614969,3,4.61512051684126,1976,1976,2007
6.966967138613983,0.0,0.0,1.3862943611198906,1Fam,3,1,5.241747015059643,6.505784060128229,3,5,0.6931471805599453,0.0,3,5.3230099791384085,Y,Norm,Norm,SBrkr,0.0,3,2,Plywood,Plywood,0.6931471805599453,CBlock,0.6931471805599453,7,5.602118820879701,0.6931471805599453,3,1,3,Attchd,1968.0,6.966967138613983,0.0,GasA,4,1Story,0.6931471805599453,3,Lvl,Gtl,9.017604776833355,Inside,4.2225280335569675,IR1,0.0,20,RL,0.0,None,0.0,May,Sawyer,4.51085950651685,8,5,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,6.966967138613983,3,6.008813185442595,1968,2001,2010
7.3783837129967145,0.0,0.0,1.3862943611198906,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,4,7.356918242356021,Y,Norm,Norm,SBrkr,0.0,2,3,VinylSd,VinylSd,0.6931471805599453,PConc,1.0986122886681098,7,6.792344427470809,1.3862943611198906,3,2,3,Attchd,2007.0,7.3783837129967145,0.0,GasA,4,1Story,0.6931471805599453,3,Lvl,Gtl,9.56317796268366,Corner,4.709530201312334,Reg,0.0,20,RL,6.46302945692067,Stone,0.0,Jul,NridgHt,4.04305126783455,5,8,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,2.0794415416798357,7.356918242356021,3,0.0,2007,2007,2009
6.803505257608338,0.0,0.0,1.3862943611198906,1Fam,3,1,5.459585514144159,6.18826412308259,4,3,0.0,0.6931471805599453,3,5.198497031265826,Y,Norm,Norm,SBrkr,0.0,2,2,Wd Sdng,Wd Sdng,0.0,CBlock,0.6931471805599453,7,6.3578422665081,1.0986122886681098,3,1,3,Detchd,2005.0,6.803505257608338,0.0,GasA,2,1Story,0.6931471805599453,3,Lvl,Gtl,8.881975184248867,Corner,4.110873864173311,Reg,0.0,20,RL,0.0,None,0.0,May,NAmes,3.4965075614664802,7,5,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.791759469228055,6.803505257608338,3,5.407171771460119,1951,2000,2010
7.4413203897176174,0.0,0.0,1.3862943611198906,1Fam,3,-1,7.105786129481271,0.0,6,1,0.6931471805599453,0.0,5,6.18826412308259,Y,Norm,Norm,SBrkr,0.0,2,3,VinylSd,VinylSd,0.6931471805599453,PConc,1.0986122886681098,7,6.650279048587422,1.3862943611198906,3,2,3,Attchd,2008.0,7.4413203897176174,0.0,GasA,4,1Story,0.6931471805599453,3,Lvl,Gtl,9.348274558065496,Inside,4.59511985013459,Reg,0.0,20,RL,5.303304908059076,Stone,0.0,May,NridgHt,3.9318256327243257,5,8,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,2.0794415416798357,7.4413203897176174,3,0.0,2007,2008,2010
7.3783837129967145,0.0,0.0,1.0986122886681098,1Fam,3,3,7.15305163493748,0.0,4,1,0.6931471805599453,0.0,3,5.337538079701318,Y,Norm,Norm,SBrkr,0.0,2,2,MetalSd,MetalSd,1.0986122886681098,CBlock,0.6931471805599453,7,5.768320995793772,0.6931471805599453,3,2,3,Attchd,1957.0,7.3783837129967145,0.0,GasA,2,1Story,0.6931471805599453,2,Lvl,Gtl,9.700269170029188,CulDSac,3.871201010907891,IR1,0.0,20,RL,0.0,None,0.0,Dec,NAmes,5.556828061699537,6,5,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,7.3031700512368,3,5.666426688112432,1957,1997,2006
6.255750041753367,0.0,0.0,0.6931471805599453,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,3,6.255750041753367,N,Feedr,RRNn,SBrkr,4.477336814478207,2,2,MetalSd,MetalSd,0.0,BrkTil,0.6931471805599453,7,5.484796933490655,0.6931471805599453,3,1,2,Detchd,1920.0,6.255750041753367,0.0,GasA,1,1Story,0.6931471805599453,1,Lvl,Gtl,8.752265313595721,Inside,4.110873864173311,IR1,0.0,30,RM,0.0,None,0.0,May,BrkSide,0.0,6,4,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.6094379124341003,6.255750041753367,3,3.912023005428146,1927,1950,2008
6.476972362889683,6.505784060128229,0.0,1.3862943611198906,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,3,6.476972362889683,N,Feedr,Norm,SBrkr,5.153291594497779,1,2,BrkFace,BrkFace,0.0,BrkTil,0.6931471805599453,7,5.5254529391317835,0.6931471805599453,2,1,3,Detchd,1920.0,7.183870715062453,0.0,GasA,2,2Story,0.6931471805599453,2,Lvl,Gtl,9.04793908261736,Inside,3.9318256327243257,Reg,0.0,70,C (all),0.0,None,0.0,Jul,IDOTRR,4.007333185232471,4,4,0,0.0,CompShg,Gambrel,Normal,WD,0.0,Pave,1.9459101490553132,6.476972362889683,3,0.0,1920,1950,2008
7.113956109566034,0.0,0.0,1.3862943611198906,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,3,7.113956109566034,Y,Norm,Norm,SBrkr,0.0,2,2,HdBoard,HdBoard,0.0,CBlock,0.6931471805599453,7,5.605802066295998,0.6931471805599453,3,1,3,Attchd,1966.0,7.113956109566034,0.6931471805599453,GasA,3,1Story,0.6931471805599453,3,Lvl,Gtl,9.053101595549691,CulDSac,4.056561018093695,IR1,0.0,20,RL,0.0,None,0.0,Jun,Sawyer,4.189654742026425,6,5,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,7.113956109566034,3,0.0,1966,2006,2008
7.118826249062078,0.0,0.0,1.3862943611198906,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,5,7.118826249062078,Y,Norm,Norm,SBrkr,0.0,2,3,VinylSd,VinylSd,0.0,PConc,1.0986122886681098,7,6.184148890937483,1.0986122886681098,3,2,3,Attchd,2007.0,7.118826249062078,0.0,GasA,4,1Story,0.6931471805599453,3,Lvl,Gtl,9.3101857069459,Corner,4.454347296253507,Reg,0.0,20,RL,0.0,None,0.0,Jan,CollgCr,3.4339872044851463,5,8,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,2.0794415416798357,7.118826249062078,3,0.0,2007,2007,2008
7.438971592395862,0.0,0.0,1.6094379124341003,1Fam,3,-1,6.926577033222725,0.0,3,1,0.0,0.6931471805599453,3,5.942799375126701,Y,Norm,Norm,SBrkr,0.0,2,2,BrkFace,BrkFace,0.6931471805599453,CBlock,0.6931471805599453,7,6.104793232414985,1.0986122886681098,3,2,3,Attchd,1959.0,7.438971592395862,0.6931471805599453,GasA,3,1Story,0.6931471805599453,3,Lvl,Gtl,9.26416545867109,Inside,4.2626798770413155,IR1,0.0,20,RL,0.0,None,0.0,Apr,NAmes,3.6635616461296463,5,5,2,0.0,CompShg,Hip,Normal,WD,0.0,Pave,1.9459101490553132,7.243512974665482,3,0.0,1959,1959,2010
7.3537223303996315,0.0,0.0,1.0986122886681098,TwnhsE,3,-1,7.050989447068045,0.0,6,1,0.6931471805599453,0.0,5,6.013715156042802,Y,Norm,Norm,SBrkr,0.0,2,4,MetalSd,MetalSd,0.6931471805599453,PConc,1.0986122886681098,7,6.322565239927284,1.0986122886681098,3,3,3,Attchd,2005.0,7.3537223303996315,0.0,GasA,4,1Story,0.6931471805599453,4,Lvl,Gtl,8.897545598709327,Inside,4.110873864173311,Reg,0.0,120,RL,5.5093883366279774,BrkFace,0.0,Aug,NridgHt,3.871201010907891,5,9,2,0.0,CompShg,Hip,Normal,WD,0.0,Pave,1.9459101490553132,7.3537223303996315,3,5.318119993844216,2005,2005,2007
7.0326242610280065,7.186144304522325,0.0,1.6094379124341003,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,5,7.0192966537150445,Y,Norm,Norm,SBrkr,0.0,2,3,VinylSd,VinylSd,0.6931471805599453,PConc,1.3862943611198906,7,6.539585955617669,1.3862943611198906,3,3,3,BuiltIn,2004.0,7.8050670442584895,0.6931471805599453,GasA,4,2Story,0.6931471805599453,3,Lvl,Gtl,9.504426892100957,Inside,4.6913478822291435,Reg,0.0,60,RL,4.890349128221754,Stone,0.0,Sep,NridgHt,3.4965075614664802,5,8,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,2.302585092994046,7.0192966537150445,3,4.736198448394496,2004,2005,2006
7.001245622069476,0.0,0.0,1.3862943611198906,1Fam,3,-1,0.0,0.0,1,1,0.0,0.0,4,7.001245622069476,Y,Norm,Norm,SBrkr,0.0,2,2,VinylSd,VinylSd,0.0,PConc,0.6931471805599453,7,6.511745329644728,1.0986122886681098,3,1,3,Attchd,1995.0,7.001245622069476,0.6931471805599453,GasA,4,1Story,0.6931471805599453,2,Lvl,Gtl,9.292841593487926,Corner,4.727387818712341,Reg,0.0,20,RL,0.0,None,0.0,Jun,CollgCr,4.174387269895637,5,5,2,0.0,CompShg,Gable,Normal,WD,0.0,Pave,1.9459101490553132,7.001245622069476,3,5.973809611869261,1994,1995,2009
